OriginIndex,Horizon,Reference,Baseline,LossDifferential
10,3,PGF-Net,S-Naive,-0.1666706210599521
10,4,PGF-Net,S-Naive,-0.07604194360044181
10,5,PGF-Net,S-Naive,0.0016780712745193
10,6,PGF-Net,S-Naive,-0.9079309787396775
10,7,PGF-Net,S-Naive,-0.5418165981813952
10,8,PGF-Net,S-Naive,-0.38520821899701096
10,9,PGF-Net,S-Naive,0.1134093167431236
10,10,PGF-Net,S-Naive,1.680722397395188
10,11,PGF-Net,S-Naive,0.7337156577100975
10,12,PGF-Net,S-Naive,0.02548322151619531
10,13,PGF-Net,S-Naive,-0.07523156198505365
10,14,PGF-Net,S-Naive,0.20845877206113927
10,15,PGF-Net,S-Naive,0.9314693776714751
10,16,PGF-Net,S-Naive,-0.5728905854454759
10,17,PGF-Net,S-Naive,-0.41939062663554544
10,18,PGF-Net,S-Naive,-0.5166279210494391
10,19,PGF-Net,S-Naive,-0.07469874912697261
10,20,PGF-Net,S-Naive,0.512972120958685
10,21,PGF-Net,S-Naive,0.3622656447259124
10,22,PGF-Net,S-Naive,0.4248267941253517
10,23,PGF-Net,S-Naive,0.488713652621936
10,24,PGF-Net,S-Naive,0.166605729577756
11,1,PGF-Net,S-Naive,-0.10873880389537571
11,2,PGF-Net,S-Naive,0.4400505314007955
11,3,PGF-Net,S-Naive,-0.03669594242635571
11,4,PGF-Net,S-Naive,0.01340784880036
11,5,PGF-Net,S-Naive,1.0435937960779833
11,6,PGF-Net,S-Naive,-0.4751121939911332
11,7,PGF-Net,S-Naive,-0.7066089519888208
11,8,PGF-Net,S-Naive,-0.004711718436113302
11,9,PGF-Net,S-Naive,0.0078334046260531
11,10,PGF-Net,S-Naive,0.0058670384809506
11,11,PGF-Net,S-Naive,-0.5699017955821306
11,12,PGF-Net,S-Naive,-0.0015572711914266998
11,13,PGF-Net,S-Naive,-0.021107826132190848
11,14,PGF-Net,S-Naive,-0.08667005245681231
11,15,PGF-Net,S-Naive,0.5091591335773052
11,16,PGF-Net,S-Naive,0.1855163923067198
11,17,PGF-Net,S-Naive,-2.1778207935412084
11,18,PGF-Net,S-Naive,0.038547609995841
11,19,PGF-Net,S-Naive,-0.6245853191889452
11,20,PGF-Net,S-Naive,0.25248955395843264
11,21,PGF-Net,S-Naive,-0.4782363315646667
11,22,PGF-Net,S-Naive,-1.9303176102901523
11,23,PGF-Net,S-Naive,-0.14474805411387337
11,24,PGF-Net,S-Naive,0.08282125046455299
12,1,PGF-Net,S-Naive,0.2268161118575134
12,2,PGF-Net,S-Naive,0.3154497355720228
12,3,PGF-Net,S-Naive,0.3539340338881728
12,4,PGF-Net,S-Naive,-0.5292652283150824
12,5,PGF-Net,S-Naive,0.1747746607188023
12,6,PGF-Net,S-Naive,-0.135230289017856
12,7,PGF-Net,S-Naive,-0.105540257458177
12,8,PGF-Net,S-Naive,-0.1341849673907768
12,9,PGF-Net,S-Naive,-0.37820445599196106
12,10,PGF-Net,S-Naive,-0.447018556107678
12,11,PGF-Net,S-Naive,-0.0481423077550876
12,12,PGF-Net,S-Naive,-0.0004964472907376984
12,13,PGF-Net,S-Naive,0.013189423369884599
12,14,PGF-Net,S-Naive,0.0025028741364054997
12,15,PGF-Net,S-Naive,-0.5226606762247012
12,16,PGF-Net,S-Naive,0.1138222348852379
12,17,PGF-Net,S-Naive,-1.0458470842599772
12,18,PGF-Net,S-Naive,-1.192985545240548
12,19,PGF-Net,S-Naive,0.11877042677307689
12,20,PGF-Net,S-Naive,0.45864319457251396
12,21,PGF-Net,S-Naive,0.4551830448417833
12,22,PGF-Net,S-Naive,0.4434529613512109
12,23,PGF-Net,S-Naive,0.48139864700991536
12,24,PGF-Net,S-Naive,0.2215436184291576
13,1,PGF-Net,S-Naive,0.16706720481478318
13,2,PGF-Net,S-Naive,-0.1428762754331816
13,3,PGF-Net,S-Naive,-0.273714301353114
13,4,PGF-Net,S-Naive,-0.42706375944926495
13,5,PGF-Net,S-Naive,0.2454870277710648
13,6,PGF-Net,S-Naive,-0.0178287941090767
13,7,PGF-Net,S-Naive,0.051488120605920895
13,8,PGF-Net,S-Naive,0.1521072753638108
13,9,PGF-Net,S-Naive,0.07252246747596541
13,10,PGF-Net,S-Naive,-0.0066535122079749
13,11,PGF-Net,S-Naive,0.0290768872764113
13,12,PGF-Net,S-Naive,-0.0002137358954170404
13,13,PGF-Net,S-Naive,0.0057393385361004
13,14,PGF-Net,S-Naive,0.0009307482186144966
13,15,PGF-Net,S-Naive,-0.01187270742360162
13,16,PGF-Net,S-Naive,0.16130780314241738
13,17,PGF-Net,S-Naive,0.1377677425778845
13,18,PGF-Net,S-Naive,-0.53237575286572
13,19,PGF-Net,S-Naive,-0.7997645975269653
13,20,PGF-Net,S-Naive,-0.44078023567964547
13,21,PGF-Net,S-Naive,-0.003306584744159526
13,22,PGF-Net,S-Naive,0.3043682464965557
13,23,PGF-Net,S-Naive,0.3339182327786139
13,24,PGF-Net,S-Naive,0.200140827985624
14,1,PGF-Net,S-Naive,-0.0736740828011044
14,2,PGF-Net,S-Naive,0.2197237076035569
14,3,PGF-Net,S-Naive,0.1815024785241035
14,4,PGF-Net,S-Naive,0.6772178459901669
14,5,PGF-Net,S-Naive,0.7321002129605082
14,6,PGF-Net,S-Naive,0.3041904797651772
14,7,PGF-Net,S-Naive,0.046642891898605
14,8,PGF-Net,S-Naive,0.03127833804874122
14,9,PGF-Net,S-Naive,0.0284301375700537
14,10,PGF-Net,S-Naive,0.018920199001865
14,11,PGF-Net,S-Naive,0.0414954157359772
14,12,PGF-Net,S-Naive,0.1254181360351051
14,13,PGF-Net,S-Naive,0.19881568074416062
14,14,PGF-Net,S-Naive,0.00920746929544249
14,15,PGF-Net,S-Naive,0.3809030034612776
14,16,PGF-Net,S-Naive,0.2307343979658537
14,17,PGF-Net,S-Naive,0.1266585313180522
14,18,PGF-Net,S-Naive,0.0501228699201146
14,19,PGF-Net,S-Naive,0.0473228225245387
14,20,PGF-Net,S-Naive,0.4665496260164639
14,21,PGF-Net,S-Naive,0.32247136588347075
14,22,PGF-Net,S-Naive,0.4687741116869634
14,23,PGF-Net,S-Naive,0.44829328153963693
14,24,PGF-Net,S-Naive,0.016211212223094
15,1,PGF-Net,S-Naive,0.03061989411678369
15,2,PGF-Net,S-Naive,0.1006625475323175
15,3,PGF-Net,S-Naive,0.2567434728282323
15,4,PGF-Net,S-Naive,0.6243389813723764
15,5,PGF-Net,S-Naive,0.5127702145077264
15,6,PGF-Net,S-Naive,0.30980255494503145
15,7,PGF-Net,S-Naive,0.0551237541846404
15,8,PGF-Net,S-Naive,0.0615981676253407
15,9,PGF-Net,S-Naive,0.051812878511918396
15,10,PGF-Net,S-Naive,0.5608293500851662
15,11,PGF-Net,S-Naive,-0.1032419064874959
15,12,PGF-Net,S-Naive,0.0021774537021808
15,13,PGF-Net,S-Naive,0.045287373042386905
15,14,PGF-Net,S-Naive,0.0151586828719164
15,15,PGF-Net,S-Naive,0.1767022255169898
15,16,PGF-Net,S-Naive,0.1859149190114378
15,17,PGF-Net,S-Naive,0.1718526141883596
15,18,PGF-Net,S-Naive,0.0914389672467206
15,19,PGF-Net,S-Naive,0.198282365459383
15,20,PGF-Net,S-Naive,0.6852184921563597
15,21,PGF-Net,S-Naive,0.2545062372116082
15,22,PGF-Net,S-Naive,-0.022421759314165998
15,23,PGF-Net,S-Naive,0.39948956697605065
15,24,PGF-Net,S-Naive,0.35207164179514366
16,1,PGF-Net,S-Naive,0.094042481609339
16,2,PGF-Net,S-Naive,0.1751814070083396
16,3,PGF-Net,S-Naive,0.22499527298206032
16,4,PGF-Net,S-Naive,0.5016428639550019
16,5,PGF-Net,S-Naive,0.5364964771369043
16,6,PGF-Net,S-Naive,0.2741473162485012
16,7,PGF-Net,S-Naive,-0.20907156969726678
16,8,PGF-Net,S-Naive,-0.4640079813831971
16,9,PGF-Net,S-Naive,-0.011441724088854747
16,10,PGF-Net,S-Naive,0.049098233542690696
16,11,PGF-Net,S-Naive,0.0239135090510819
16,12,PGF-Net,S-Naive,-0.0012362301458531382
16,13,PGF-Net,S-Naive,0.0094342621818894
16,14,PGF-Net,S-Naive,0.001701693906153
16,15,PGF-Net,S-Naive,0.2581762802552191
16,16,PGF-Net,S-Naive,0.1969635092653525
16,17,PGF-Net,S-Naive,0.068063240449674
16,18,PGF-Net,S-Naive,0.0204295644369918
16,19,PGF-Net,S-Naive,0.16653187889752277
16,20,PGF-Net,S-Naive,0.0842970969051349
16,21,PGF-Net,S-Naive,0.17822637922920437
16,22,PGF-Net,S-Naive,-0.4806690393890027
16,23,PGF-Net,S-Naive,0.0869771025055934
16,24,PGF-Net,S-Naive,-1.4036605527655188
17,1,PGF-Net,S-Naive,0.0001151311915171
17,2,PGF-Net,S-Naive,1.1388494352803796e-05
17,3,PGF-Net,S-Naive,0.0679347822145211
17,4,PGF-Net,S-Naive,0.1762652165291436
17,5,PGF-Net,S-Naive,0.1418087340726471
17,6,PGF-Net,S-Naive,0.0254882301742164
17,7,PGF-Net,S-Naive,1.5698323546576058e-05
17,8,PGF-Net,S-Naive,0.0299628200594895
17,9,PGF-Net,S-Naive,0.1228554144152747
17,10,PGF-Net,S-Naive,0.1303372173013687
17,11,PGF-Net,S-Naive,0.2349476520756117
17,12,PGF-Net,S-Naive,0.3501045944188843
17,13,PGF-Net,S-Naive,0.1428593598441967
17,14,PGF-Net,S-Naive,0.2086861458400051
17,15,PGF-Net,S-Naive,0.0058506374897844
17,16,PGF-Net,S-Naive,0.0012636252064518
17,17,PGF-Net,S-Naive,0.0025673176650162
17,18,PGF-Net,S-Naive,0.0009052193563363
17,19,PGF-Net,S-Naive,0.0053528799850698
17,20,PGF-Net,S-Naive,0.0841842889732431
17,21,PGF-Net,S-Naive,0.0890672109182212
17,22,PGF-Net,S-Naive,0.0675589086435054
17,23,PGF-Net,S-Naive,0.0418651551744358
17,24,PGF-Net,S-Naive,0.0031697876340373
18,1,PGF-Net,S-Naive,0.0446430757039802
18,2,PGF-Net,S-Naive,-1.4748783692690928
18,3,PGF-Net,S-Naive,-2.0606554222283497
18,4,PGF-Net,S-Naive,0.38519650338396483
18,5,PGF-Net,S-Naive,-0.40976499372645003
18,6,PGF-Net,S-Naive,1.0900345585486422
18,7,PGF-Net,S-Naive,0.9116361066507107
18,8,PGF-Net,S-Naive,0.0390729402303165
18,9,PGF-Net,S-Naive,0.24979143142704588
18,10,PGF-Net,S-Naive,0.1878599140304502
18,11,PGF-Net,S-Naive,0.08650098696799931
18,12,PGF-Net,S-Naive,0.07799645030216179
18,13,PGF-Net,S-Naive,0.2641602409206269
18,14,PGF-Net,S-Naive,0.2148981627671573
18,15,PGF-Net,S-Naive,1.065539104817769
18,16,PGF-Net,S-Naive,0.7292035241840497
18,17,PGF-Net,S-Naive,0.6743164512332471
18,18,PGF-Net,S-Naive,0.4696936892591998
18,19,PGF-Net,S-Naive,-0.007851720179126342
18,20,PGF-Net,S-Naive,0.854369458027206
18,21,PGF-Net,S-Naive,0.23305991021906083
18,22,PGF-Net,S-Naive,-0.2441357036303893
18,23,PGF-Net,S-Naive,-0.2969185110998095
18,24,PGF-Net,S-Naive,-1.5546958755713731
19,1,PGF-Net,S-Naive,0.4215567799057317
19,2,PGF-Net,S-Naive,-1.521714514638863
19,3,PGF-Net,S-Naive,-1.1082035555644136
19,4,PGF-Net,S-Naive,0.12428274777424861
19,5,PGF-Net,S-Naive,-0.13407383493789582
19,6,PGF-Net,S-Naive,0.26078874168276855
19,7,PGF-Net,S-Naive,0.04520715920242466
19,8,PGF-Net,S-Naive,0.14737672004270688
19,9,PGF-Net,S-Naive,0.016752178263458404
19,10,PGF-Net,S-Naive,-0.06175289622635159
19,11,PGF-Net,S-Naive,0.02260580024893
19,12,PGF-Net,S-Naive,-0.5482680507005058
19,13,PGF-Net,S-Naive,0.0065067119697402
19,14,PGF-Net,S-Naive,0.0033019756528379074
19,15,PGF-Net,S-Naive,-1.9190533039628086
19,16,PGF-Net,S-Naive,0.05140768419641491
19,17,PGF-Net,S-Naive,0.379384351880404
19,18,PGF-Net,S-Naive,-0.1134309029400484
19,19,PGF-Net,S-Naive,0.052433392211354596
19,20,PGF-Net,S-Naive,0.28307705848940956
19,21,PGF-Net,S-Naive,0.3833629559108582
19,22,PGF-Net,S-Naive,-0.8180493006769453
19,23,PGF-Net,S-Naive,0.5126965582009673
19,24,PGF-Net,S-Naive,-0.047013865744471306
20,1,PGF-Net,S-Naive,-0.0010810063451794985
20,2,PGF-Net,S-Naive,-1.8632673211184572
20,3,PGF-Net,S-Naive,-1.0225201179337122
20,4,PGF-Net,S-Naive,-1.5495924288356155
20,5,PGF-Net,S-Naive,-0.004936935662225202
20,6,PGF-Net,S-Naive,0.16348965245619682
20,7,PGF-Net,S-Naive,0.700587942849833
20,8,PGF-Net,S-Naive,0.35352257413363963
20,9,PGF-Net,S-Naive,-0.443645044704269
20,10,PGF-Net,S-Naive,-0.6963267784023253
20,11,PGF-Net,S-Naive,-0.9556400009103418
20,12,PGF-Net,S-Naive,-0.15689689548528407
20,13,PGF-Net,S-Naive,0.023596609379902253
20,14,PGF-Net,S-Naive,-0.15344344960089432
20,15,PGF-Net,S-Naive,-1.2892286539613096
20,16,PGF-Net,S-Naive,-0.7043117063971323
20,17,PGF-Net,S-Naive,0.11989472035235663
20,18,PGF-Net,S-Naive,-0.4820826604284133
20,19,PGF-Net,S-Naive,-0.07065872518938769
20,20,PGF-Net,S-Naive,-0.0013856800377471997
20,21,PGF-Net,S-Naive,0.6214071566123412
20,22,PGF-Net,S-Naive,0.12365028591307752
20,23,PGF-Net,S-Naive,-0.2307674233063759
20,24,PGF-Net,S-Naive,-0.30251150441444535
21,1,PGF-Net,S-Naive,0.08035352684729781
21,2,PGF-Net,S-Naive,-1.3385452784316112
21,3,PGF-Net,S-Naive,-1.9573233184751613
21,4,PGF-Net,S-Naive,-1.2068075884361962
21,5,PGF-Net,S-Naive,-0.9950561708279015
21,6,PGF-Net,S-Naive,-0.9346064604973023
21,7,PGF-Net,S-Naive,0.0846188784268147
21,8,PGF-Net,S-Naive,0.11674763275978452
21,9,PGF-Net,S-Naive,0.0086733423615824
21,10,PGF-Net,S-Naive,-0.12647711356545982
21,11,PGF-Net,S-Naive,-0.016902598860887602
21,12,PGF-Net,S-Naive,0.008903445883879101
21,13,PGF-Net,S-Naive,0.0553000716085808
21,14,PGF-Net,S-Naive,-0.10642601141883862
21,15,PGF-Net,S-Naive,-1.4470900989335695
21,16,PGF-Net,S-Naive,-0.1853682966972326
21,17,PGF-Net,S-Naive,0.0038439783135197883
21,18,PGF-Net,S-Naive,0.100064013516674
21,19,PGF-Net,S-Naive,0.5127980939206369
21,20,PGF-Net,S-Naive,1.1415550413515339
21,21,PGF-Net,S-Naive,0.5096302009806309
21,22,PGF-Net,S-Naive,0.3693922169617705
21,23,PGF-Net,S-Naive,0.5427973786578772
21,24,PGF-Net,S-Naive,0.013255952255822767
22,1,PGF-Net,S-Naive,0.0177292305960825
22,2,PGF-Net,S-Naive,-0.0010531155512134571
22,3,PGF-Net,S-Naive,-2.943130691168115
22,4,PGF-Net,S-Naive,-2.8713608251764215
22,5,PGF-Net,S-Naive,-0.8771360463913158
22,6,PGF-Net,S-Naive,-0.17690309937888582
22,7,PGF-Net,S-Naive,0.1867551773294594
22,8,PGF-Net,S-Naive,0.2668900789404119
22,9,PGF-Net,S-Naive,-0.32153336976975094
22,10,PGF-Net,S-Naive,0.14144383686449002
22,11,PGF-Net,S-Naive,0.0822524089838183
22,12,PGF-Net,S-Naive,0.0210782496069586
22,13,PGF-Net,S-Naive,0.0780971989915003
22,14,PGF-Net,S-Naive,0.0340819006948334
22,15,PGF-Net,S-Naive,0.3644034369861328
22,16,PGF-Net,S-Naive,0.4188188341641459
22,17,PGF-Net,S-Naive,0.3414126672460847
22,18,PGF-Net,S-Naive,0.2983653439174095
22,19,PGF-Net,S-Naive,0.304907153623366
22,20,PGF-Net,S-Naive,0.7801244515075467
22,21,PGF-Net,S-Naive,0.7165009631324724
22,22,PGF-Net,S-Naive,1.1246489258450418
22,23,PGF-Net,S-Naive,0.989705727569912
22,24,PGF-Net,S-Naive,0.4367932171684373
23,1,PGF-Net,S-Naive,-1.4358148391419605
23,2,PGF-Net,S-Naive,0.9723183239504242
23,3,PGF-Net,S-Naive,0.2150325414396993
23,4,PGF-Net,S-Naive,-6.5866872075785885
23,5,PGF-Net,S-Naive,0.7781907755184343
23,6,PGF-Net,S-Naive,-1.1583591859136062
23,7,PGF-Net,S-Naive,-0.3737989396506578
23,8,PGF-Net,S-Naive,0.34115444952172425
23,9,PGF-Net,S-Naive,-0.1497712759951958
23,10,PGF-Net,S-Naive,0.1073414574412612
23,11,PGF-Net,S-Naive,-0.24780929733573723
23,12,PGF-Net,S-Naive,0.0570003272177862
23,13,PGF-Net,S-Naive,0.031241352873235203
23,14,PGF-Net,S-Naive,-0.18995491148316201
23,15,PGF-Net,S-Naive,-2.0353543076786904
23,16,PGF-Net,S-Naive,-0.4900710560037569
23,17,PGF-Net,S-Naive,-1.7827054198188628
23,18,PGF-Net,S-Naive,-2.5568285841415443
23,19,PGF-Net,S-Naive,-2.1548926686991186
23,20,PGF-Net,S-Naive,0.28302202469159254
23,21,PGF-Net,S-Naive,0.7248365584023307
23,22,PGF-Net,S-Naive,0.15285183526173982
23,23,PGF-Net,S-Naive,-0.768513404673577
23,24,PGF-Net,S-Naive,-0.8836482796689404
24,1,PGF-Net,S-Naive,0.27382947580811057
24,2,PGF-Net,S-Naive,-0.1019833748258119
24,3,PGF-Net,S-Naive,-0.0938540234566996
24,4,PGF-Net,S-Naive,-0.5165693780827456
24,5,PGF-Net,S-Naive,-0.2564204374860315
24,6,PGF-Net,S-Naive,-0.4891760666102206
24,7,PGF-Net,S-Naive,0.2078510330739491
24,8,PGF-Net,S-Naive,-0.1284029511606328
24,9,PGF-Net,S-Naive,0.05075993575794252
24,10,PGF-Net,S-Naive,0.0247834532267499
24,11,PGF-Net,S-Naive,0.035319418731889804
24,12,PGF-Net,S-Naive,-0.0592431168720412
24,13,PGF-Net,S-Naive,0.0545521004188012
24,14,PGF-Net,S-Naive,-0.20654466406642102
24,15,PGF-Net,S-Naive,-2.1606106096024904
24,16,PGF-Net,S-Naive,-0.4030814484826642
24,17,PGF-Net,S-Naive,0.014387917246665292
24,18,PGF-Net,S-Naive,0.07484484483940029
24,19,PGF-Net,S-Naive,-2.066980894375603
24,20,PGF-Net,S-Naive,-2.6312640241219416
24,21,PGF-Net,S-Naive,-0.014921571584839482
24,22,PGF-Net,S-Naive,0.1780852213152114
24,23,PGF-Net,S-Naive,-0.5261097977651563
24,24,PGF-Net,S-Naive,-0.8073870222427211
25,1,PGF-Net,S-Naive,0.13473729929793532
25,2,PGF-Net,S-Naive,-0.64519133880094
25,3,PGF-Net,S-Naive,-0.01445063387885881
25,4,PGF-Net,S-Naive,1.1097180302551317
25,5,PGF-Net,S-Naive,2.341671227625486
25,6,PGF-Net,S-Naive,1.3786398687778818
25,7,PGF-Net,S-Naive,0.9228771385639575
25,8,PGF-Net,S-Naive,0.6326384194469545
25,9,PGF-Net,S-Naive,0.3352873204984873
25,10,PGF-Net,S-Naive,0.1174803132765661
25,11,PGF-Net,S-Naive,0.0249171691475121
25,12,PGF-Net,S-Naive,0.0047539715554780005
25,13,PGF-Net,S-Naive,0.0185875765298631
25,14,PGF-Net,S-Naive,0.1143498028814958
25,15,PGF-Net,S-Naive,-2.684600857715098
25,16,PGF-Net,S-Naive,-2.0279081270313397
25,17,PGF-Net,S-Naive,0.5149154423671407
25,18,PGF-Net,S-Naive,-1.049646338034143
25,19,PGF-Net,S-Naive,0.24105548874597504
25,20,PGF-Net,S-Naive,1.3653186606107615
25,21,PGF-Net,S-Naive,1.585726571060534
25,22,PGF-Net,S-Naive,1.1527757425224652
25,23,PGF-Net,S-Naive,0.8588342395621641
25,24,PGF-Net,S-Naive,-0.7380890897661213
26,1,PGF-Net,S-Naive,-7.302723421777874
26,2,PGF-Net,S-Naive,-3.25358226645878
26,3,PGF-Net,S-Naive,0.9350546655944713
26,4,PGF-Net,S-Naive,0.8486689679892093
26,5,PGF-Net,S-Naive,-0.42932246740155366
26,6,PGF-Net,S-Naive,0.886723466717245
26,7,PGF-Net,S-Naive,-3.1447648435093427
26,8,PGF-Net,S-Naive,0.01794002449188581
26,9,PGF-Net,S-Naive,-1.2111327703888073
26,10,PGF-Net,S-Naive,-1.4192071709010592
26,11,PGF-Net,S-Naive,-0.8983214022369982
26,12,PGF-Net,S-Naive,-0.20258381989044688
26,13,PGF-Net,S-Naive,0.0728549190684254
26,14,PGF-Net,S-Naive,0.010572404148873907
26,15,PGF-Net,S-Naive,-3.2214276303731166
26,16,PGF-Net,S-Naive,-0.5450566636742784
26,17,PGF-Net,S-Naive,-0.0344406216452638
26,18,PGF-Net,S-Naive,-1.3354601886705015
26,19,PGF-Net,S-Naive,-0.5803745830572372
26,20,PGF-Net,S-Naive,0.4500601500329392
26,21,PGF-Net,S-Naive,0.1966530227039054
26,22,PGF-Net,S-Naive,2.3598130441180176
26,23,PGF-Net,S-Naive,-0.5575872172516932
26,24,PGF-Net,S-Naive,-1.120583338742127
27,1,PGF-Net,S-Naive,-0.81659711378623
27,2,PGF-Net,S-Naive,-0.5968196204871812
27,3,PGF-Net,S-Naive,-1.0555530503817678
27,4,PGF-Net,S-Naive,-1.057661515485922
27,5,PGF-Net,S-Naive,-0.2147215189894609
27,6,PGF-Net,S-Naive,-1.3517286022470167
27,7,PGF-Net,S-Naive,0.764204111883072
27,8,PGF-Net,S-Naive,0.9385811014325088
27,9,PGF-Net,S-Naive,0.6889723890172845
27,10,PGF-Net,S-Naive,0.3369074987834103
27,11,PGF-Net,S-Naive,-0.13689404261345217
27,12,PGF-Net,S-Naive,-0.3993101645736584
27,13,PGF-Net,S-Naive,-1.497116154903054
27,14,PGF-Net,S-Naive,-0.6294276980733855
27,15,PGF-Net,S-Naive,0.4934549674760837
27,16,PGF-Net,S-Naive,0.49413420299181043
27,17,PGF-Net,S-Naive,0.41327206908370395
27,18,PGF-Net,S-Naive,0.2660515396841729
27,19,PGF-Net,S-Naive,-7.130846005839103
27,20,PGF-Net,S-Naive,0.9172703215922406
27,21,PGF-Net,S-Naive,0.023342197702216298
27,22,PGF-Net,S-Naive,-0.036632567320158
27,23,PGF-Net,S-Naive,-0.11265452751362703
27,24,PGF-Net,S-Naive,-1.0351537307798795
28,1,PGF-Net,S-Naive,-0.5891470063401137
28,2,PGF-Net,S-Naive,-0.8848591777145788
28,3,PGF-Net,S-Naive,0.11713500533462119
28,4,PGF-Net,S-Naive,0.3421491011444433
28,5,PGF-Net,S-Naive,0.9687443471276805
28,6,PGF-Net,S-Naive,0.796381897168673
28,7,PGF-Net,S-Naive,1.1020314927595904
28,8,PGF-Net,S-Naive,0.6885226311994069
28,9,PGF-Net,S-Naive,0.5992867729387564
28,10,PGF-Net,S-Naive,-0.009303666693190382
28,11,PGF-Net,S-Naive,0.0338338485450003
28,12,PGF-Net,S-Naive,-0.003705836749025901
28,13,PGF-Net,S-Naive,0.0920045722156998
28,14,PGF-Net,S-Naive,0.04781347237984569
28,15,PGF-Net,S-Naive,-2.4487234135606286
28,16,PGF-Net,S-Naive,-1.9185277939617695
28,17,PGF-Net,S-Naive,0.038845829755679004
28,18,PGF-Net,S-Naive,-0.250666279774464
28,19,PGF-Net,S-Naive,0.011081994959119212
28,20,PGF-Net,S-Naive,-0.0334981274657083
28,21,PGF-Net,S-Naive,0.2641643252031403
28,22,PGF-Net,S-Naive,-0.6641548415549723
28,23,PGF-Net,S-Naive,-0.013964668918974799
28,24,PGF-Net,S-Naive,-0.1350512484276792
29,1,PGF-Net,S-Naive,-0.0791953793767441
29,2,PGF-Net,S-Naive,0.628539249730862
29,3,PGF-Net,S-Naive,0.4014266494251997
29,4,PGF-Net,S-Naive,1.3676300572218574
29,5,PGF-Net,S-Naive,0.7000416732075152
29,6,PGF-Net,S-Naive,-1.5459873680108813
29,7,PGF-Net,S-Naive,-1.1783633165069312
29,8,PGF-Net,S-Naive,-1.165471653206315
29,9,PGF-Net,S-Naive,-0.39486378763171326
29,10,PGF-Net,S-Naive,-0.4580130125928514
29,11,PGF-Net,S-Naive,-0.082564356369562
29,12,PGF-Net,S-Naive,0.1457310957616899
29,13,PGF-Net,S-Naive,0.053143110690486724
29,14,PGF-Net,S-Naive,0.0733772458517952
29,15,PGF-Net,S-Naive,-2.1477383150663103
29,16,PGF-Net,S-Naive,-0.35982469076375523
29,17,PGF-Net,S-Naive,-0.13863989205943958
29,18,PGF-Net,S-Naive,-0.36256093321919824
29,19,PGF-Net,S-Naive,0.43518200104838023
29,20,PGF-Net,S-Naive,0.1779277943715429
29,21,PGF-Net,S-Naive,-0.33172899763746116
29,22,PGF-Net,S-Naive,-0.18414876188413612
29,23,PGF-Net,S-Naive,1.1258976594151675
29,24,PGF-Net,S-Naive,1.1079017654243815
